token,earliest_level,document_levels,source_ids,source_entry_count,source_entries
conventional,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,convention conventional || conventional**
converge,cet6,cet6,cet-english-2016-revised-word-list,1,★ converge convergence
convergence,cet6,cet6,cet-english-2016-revised-word-list,1,★ converge convergence
conversation,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,conversation || converse１ conversation
converse,cet4,cet4|cet6,cet-english-2016-revised-word-list,2,converse１ conversation || ★ converse２
conversion,cet4,cet4,cet-english-2016-revised-word-list,1,convert conversion convertible
convert,cet4,cet4,cet-english-2016-revised-word-list,1,convert conversion convertible
convertible,cet4,cet4,cet-english-2016-revised-word-list,1,convert conversion convertible
convey,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,convey conveyance || convey**
conveyance,cet4,cet4,cet-english-2016-revised-word-list,1,convey conveyance
convict,cet6,cet6,cet-english-2016-revised-word-list,1,★ convict conviction
conviction,cet6,cet6,cet-english-2016-revised-word-list,1,★ convict conviction
convince,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,convince convincing || convince**
convincing,cet4,cet4,cet-english-2016-revised-word-list,1,convince convincing
convoy,cet6,cet6,cet-english-2016-revised-word-list,1,★ convoy
cook,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,cook || cook cooker
cooker,cet4,cet4,cet-english-2016-revised-word-list,1,cook cooker
cookie,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,cookie
cool,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,cool
cooperate,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,cooperate || cooperate cooperation cooperative
cooperation,cet4,cet4,cet-english-2016-revised-word-list,1,cooperate cooperation cooperative
cooperative,cet4,cet4,cet-english-2016-revised-word-list,1,cooperate cooperation cooperative
coordinate,cet4,cet4,cet-english-2016-revised-word-list,1,coordinate coordination coordinator
coordination,cet4,cet4,cet-english-2016-revised-word-list,1,coordinate coordination coordinator
coordinator,cet4,cet4,cet-english-2016-revised-word-list,1,coordinate coordination coordinator
cop,cet4,cet4,cet-english-2016-revised-word-list,1,cop
cope,cet4,cet4,cet-english-2016-revised-word-list,1,cope
copper,cet4,cet4,cet-english-2016-revised-word-list,1,copper
copy,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,copy
copyright,cet4,cet4,cet-english-2016-revised-word-list,1,copyright
coral,cet6,cet6,cet-english-2016-revised-word-list,1,★ coral
cord,cet4,cet4,cet-english-2016-revised-word-list,1,cord
cordial,cet6,cet6,cet-english-2016-revised-word-list,1,★ cordial cordiality
cordiality,cet6,cet6,cet-english-2016-revised-word-list,1,★ cordial cordiality
core,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,core || core**
cork,cet6,cet6,cet-english-2016-revised-word-list,1,★ cork
corn,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,corn
corner,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,corner
cornerstone,cet4,cet4,cet-english-2016-revised-word-list,1,cornerstone
corporal,cet6,cet6,cet-english-2016-revised-word-list,1,★ corporal
corporate,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,corporate** || corporation corporate
corporation,cet4,cet4,cet-english-2016-revised-word-list,1,corporation corporate
corps,cet4,cet4,cet-english-2016-revised-word-list,1,corps
corpse,cet6,cet6,cet-english-2016-revised-word-list,1,★ corpse
correct,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,correct || correct correction corrective
correction,cet4,cet4,cet-english-2016-revised-word-list,1,correct correction corrective
corrective,cet4,cet4,cet-english-2016-revised-word-list,1,correct correction corrective
correlate,cet6,cet6,cet-english-2016-revised-word-list,1,★ correlate correlation correlative
correlation,cet6,cet6,cet-english-2016-revised-word-list,1,★ correlate correlation correlative
correlative,cet6,cet6,cet-english-2016-revised-word-list,1,★ correlate correlation correlative
correspond,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,correspond correspondence correspondent corresponding || correspond**
correspondence,cet4,cet4,cet-english-2016-revised-word-list,1,correspond correspondence correspondent corresponding
correspondent,cet4,cet4,cet-english-2016-revised-word-list,1,correspond correspondence correspondent corresponding
corresponding,cet4,cet4,cet-english-2016-revised-word-list,1,correspond correspondence correspondent corresponding
corridor,cet4,cet4,cet-english-2016-revised-word-list,1,corridor
corrode,cet6,cet6,cet-english-2016-revised-word-list,1,★ corrode corrosion
corrosion,cet6,cet6,cet-english-2016-revised-word-list,1,★ corrode corrosion
corrupt,cet4,cet4,cet-english-2016-revised-word-list,1,corrupt corruption
corruption,cet4,cet4,cet-english-2016-revised-word-list,1,corrupt corruption
cosmetic,cet6,cet6,cet-english-2016-revised-word-list,1,★ cosmetic
cosmic,cet4,cet4,cet-english-2016-revised-word-list,1,cosmos cosmic
cosmopolitan,cet6,cet6,cet-english-2016-revised-word-list,1,★ cosmopolitan
cosmos,cet4,cet4,cet-english-2016-revised-word-list,1,cosmos cosmic
cost,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,cost || cost costly
costly,cet4,cet4,cet-english-2016-revised-word-list,1,cost costly
costume,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,costume || costume**
cottage,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,cottage || cottage**
cotton,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,cotton
couch,cet4,cet4,cet-english-2016-revised-word-list,1,couch
cough,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,cough
could,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,could
council,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,council council(l)or || council**
counsel,cet4,cet4,cet-english-2016-revised-word-list,1,counsel counsel(l)or
count,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,count
countdown,cet4,cet4,cet-english-2016-revised-word-list,1,countdown
counter,cet4,cet4,cet-english-2016-revised-word-list,1,counter
counteract,cet6,cet6,cet-english-2016-revised-word-list,1,★ counteract counteraction
counteraction,cet6,cet6,cet-english-2016-revised-word-list,1,★ counteract counteraction
counterfeit,cet6,cet6,cet-english-2016-revised-word-list,1,★ counterfeit
counterpart,cet4,cet4,cet-english-2016-revised-word-list,1,counterpart
country,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,country
countryside,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,countryside
county,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,county || county*
coup,cet6,cet6,cet-english-2016-revised-word-list,1,★ coup (d􀆳état)
couple,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,couple
coupon,cet4,cet4,cet-english-2016-revised-word-list,1,coupon
courage,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,courage || courage courageous
courageous,cet4,cet4,cet-english-2016-revised-word-list,1,courage courageous
course,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,course
court,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,court* || court１ || court２
courtesy,cet6,cet6,cet-english-2016-revised-word-list,1,★ courtesy
courtyard,cet4,cet4,cet-english-2016-revised-word-list,1,courtyard
cousin,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,cousin
cover,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,cover || cover coverage
coverage,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,cover coverage || coverage**
cow,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,1,cow
coward,cet4,cet4,cet-english-2016-revised-word-list,1,coward cowardly cowardice
cowardice,cet4,cet4,cet-english-2016-revised-word-list,1,coward cowardly cowardice
cowardly,cet4,cet4,cet-english-2016-revised-word-list,1,coward cowardly cowardice
cowboy,cet4,cet4,cet-english-2016-revised-word-list,1,cowboy
cozy,cet6,cet6,cet-english-2016-revised-word-list,1,★ cozy/Ｇsy
crab,cet4,cet4,cet-english-2016-revised-word-list,1,crab
crack,cet4,cet4,cet-english-2016-revised-word-list,1,crack
crackdown,cet6,cet6,cet-english-2016-revised-word-list,1,★ crackdown
cracker,cet4,cet4,cet-english-2016-revised-word-list,1,cracker
cradle,cet6,cet6,cet-english-2016-revised-word-list,1,★ cradle
craft,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,craft || craft**
cram,cet6,cet6,cet-english-2016-revised-word-list,1,★ cram
crane,cet4,cet4,cet-english-2016-revised-word-list,1,crane
crash,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,crash || crash*
crate,cet6,cet6,cet-english-2016-revised-word-list,1,★ crate
crave,cet6,cet6,cet-english-2016-revised-word-list,1,★ crave
crawl,cet4,cet4,cet-english-2016-revised-word-list,1,crawl
craze,cet4,cet4,cet-english-2016-revised-word-list,1,crazy craze
crazy,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,crazy || crazy craze
cream,junior,junior|senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,3,cream creamy || cream** || ice cream
creamy,cet4,cet4,cet-english-2016-revised-word-list,1,cream creamy
create,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,create || create creation creative creator
creation,cet4,cet4,cet-english-2016-revised-word-list,1,create creation creative creator
creative,junior,junior|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,create creation creative creator || creative
creator,cet4,cet4,cet-english-2016-revised-word-list,1,create creation creative creator
creature,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,creature || creature**
credential,cet6,cet6,cet-english-2016-revised-word-list,1,★ credential
credibility,cet6,cet6,cet-english-2016-revised-word-list,1,★ credible credibility
credible,cet6,cet6,cet-english-2016-revised-word-list,1,★ credible credibility
credit,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,credit creditable || credit*
creditable,cet4,cet4,cet-english-2016-revised-word-list,1,credit creditable
creep,cet4,cet4,cet-english-2016-revised-word-list,1,creep
crew,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,crew || crew**
cricket,cet6,cet6,cet-english-2016-revised-word-list,1,★ cricket
crime,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,crime criminal || crime**
criminal,cet4,cet4,cet-english-2016-revised-word-list,1,crime criminal
cripple,cet6,cet6,cet-english-2016-revised-word-list,1,★ cripple
crisis,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,crisis || crisis**
crisp,cet6,cet6,cet-english-2016-revised-word-list,1,★ crisp
criterion,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,criterion || criterion**
critic,cet4,cet4,cet-english-2016-revised-word-list,1,criticize/Ｇise criticism critic critical
critical,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,critical** || criticize/Ｇise criticism critic critical
criticise,senior_high,senior_high,moe-hs-english-2017-2025-appendix-2,1,criticise (criticize)**
criticism,cet4,cet4,cet-english-2016-revised-word-list,1,criticize/Ｇise criticism critic critical
criticize,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,criticise (criticize)** || criticize/Ｇise criticism critic critical
crocodile,cet4,cet4,cet-english-2016-revised-word-list,1,crocodile
crop,senior_high,senior_high|cet4,cet-english-2016-revised-word-list|moe-hs-english-2017-2025-appendix-2,2,crop || crop**
