word,relevance_score,relevance_recommendation,bnc_rank,contemporary_rank,oewn_pos,oewn_lexicographer_classes,theme_candidates,theme_assignment_status,independent_inclusion_reason,final_status
glory,9,frequency_supported_extension,3797,4113,n|v,noun.attribute|noun.state|verb.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3797；当代语料 4113；评分 9/9）,priority_candidate_needs_semantic_review
god,9,frequency_supported_extension,492,2809,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 492；当代语料 2809；评分 9/9）,priority_candidate_needs_semantic_review
golden,9,frequency_supported_extension,2240,1821,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2240；当代语料 1821；评分 9/9）,priority_candidate_needs_semantic_review
goldfish,5,secondary_relevance_review,10625,16320,n,noun.animal,人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 10625；当代语料 16320；评分 5/9）,pending_theme_review
goodness,8,frequency_supported_extension,4367,5155,n,noun.attribute,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 4367；当代语料 5155；评分 8/9）,priority_candidate_needs_semantic_review
goose,7,frequency_supported_extension,6076,5529,n|v,noun.animal|noun.food|noun.person|verb.contact,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6076；当代语料 5529；评分 7/9）,priority_candidate_needs_semantic_review
govern,9,frequency_supported_extension,3050,3711,v,verb.social|verb.stative,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 3050；当代语料 3711；评分 9/9）,priority_candidate_needs_semantic_review
gown,7,frequency_supported_extension,5811,5262,n|v,noun.artifact|noun.group|verb.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5811；当代语料 5262；评分 7/9）,priority_candidate_needs_semantic_review
graduation,7,frequency_supported_extension,15296,4759,n,noun.act|noun.communication|noun.event,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 15296；当代语料 4759；评分 7/9）,priority_candidate_needs_semantic_review
grandchild,7,frequency_supported_extension,19714,4393,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 19714；当代语料 4393；评分 7/9）,priority_candidate_needs_semantic_review
granny,6,secondary_relevance_review,7205,18824,n,noun.artifact|noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 7205；当代语料 18824；评分 6/9）,pending_theme_review
graph,6,secondary_relevance_review,4596,26137,n|v,noun.communication|verb.creation,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 4596；当代语料 26137；评分 6/9）,pending_theme_review
greengrocer,3,hold_without_more_evidence,20056,31343,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 20056；当代语料 31343；评分 3/9）,hold
greeting,7,frequency_supported_extension,6498,6324,n,noun.communication,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6498；当代语料 6324；评分 7/9）,priority_candidate_needs_semantic_review
grill,7,frequency_supported_extension,9117,5395,n|v,noun.artifact|verb.change|verb.communication,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 9117；当代语料 5395；评分 7/9）,priority_candidate_needs_semantic_review
grocer,5,secondary_relevance_review,11854,14410,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 11854；当代语料 14410；评分 5/9）,pending_theme_review
growth,9,frequency_supported_extension,770,787,n,noun.event|noun.group|noun.object|noun.process|noun.state,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 770；当代语料 787；评分 9/9）,priority_candidate_needs_semantic_review
gruel,3,hold_without_more_evidence,36700,25887,n,noun.food,人与自我,machine_candidate_needs_review,独立语料频率支持不足（BNC 36700；当代语料 25887；评分 3/9）,hold
ha,9,frequency_supported_extension,2731,4798,n,noun.shape,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2731；当代语料 4798；评分 9/9）,priority_candidate_needs_semantic_review
haircut,6,secondary_relevance_review,12035,8476,n,noun.act|noun.body,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 12035；当代语料 8476；评分 6/9）,pending_theme_review
hammer,8,frequency_supported_extension,4955,6231,n|v,noun.act|noun.artifact|noun.body|verb.contact|verb.creation,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4955；当代语料 6231；评分 8/9）,priority_candidate_needs_semantic_review
handful,9,frequency_supported_extension,4262,3109,n,noun.quantity,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4262；当代语料 3109；评分 9/9）,priority_candidate_needs_semantic_review
handy,7,frequency_supported_extension,5980,6380,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 5980；当代语料 6380；评分 7/9）,priority_candidate_needs_semantic_review
happily,9,frequency_supported_extension,3821,4708,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 3821；当代语料 4708；评分 9/9）,priority_candidate_needs_semantic_review
happiness,9,frequency_supported_extension,3979,3870,n,noun.feeling|noun.state,人与自我,machine_candidate_needs_review,独立语料频率支持较强（BNC 3979；当代语料 3870；评分 9/9）,priority_candidate_needs_semantic_review
harbour,6,secondary_relevance_review,3526,36866,n|v,noun.artifact|noun.location|verb.emotion|verb.perception|verb.possession|verb.stative,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 3526；当代语料 36866；评分 6/9）,pending_theme_review
hardship,7,frequency_supported_extension,6378,6922,n,noun.attribute|noun.event|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 6378；当代语料 6922；评分 7/9）,priority_candidate_needs_semantic_review
hardworking,2,hold_without_more_evidence,18992,,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持不足（BNC 18992；当代语料 无有效排名；评分 2/9）,hold
harmless,7,frequency_supported_extension,6985,7615,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 6985；当代语料 7615；评分 7/9）,priority_candidate_needs_semantic_review
hawk,7,frequency_supported_extension,9990,7924,n|v,noun.animal|noun.artifact|noun.person|verb.body|verb.competition|verb.possession,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 9990；当代语料 7924；评分 7/9）,priority_candidate_needs_semantic_review
hay,7,frequency_supported_extension,6529,7184,n|v,noun.food|verb.change,人与自我|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6529；当代语料 7184；评分 7/9）,priority_candidate_needs_semantic_review
headline,9,frequency_supported_extension,4488,3293,n|v,noun.communication|verb.communication|verb.possession,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4488；当代语料 3293；评分 9/9）,priority_candidate_needs_semantic_review
headmaster,7,frequency_supported_extension,4787,16726,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4787；当代语料 16726；评分 7/9）,priority_candidate_needs_semantic_review
headmistress,4,secondary_relevance_review,12713,27070,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 12713；当代语料 27070；评分 4/9）,pending_theme_review
heap,7,frequency_supported_extension,5596,7087,n|v,noun.artifact|noun.group|noun.quantity|verb.change|verb.contact|verb.possession,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 5596；当代语料 7087；评分 7/9）,priority_candidate_needs_semantic_review
hearing,9,frequency_supported_extension,2480,1711,a|n,adj.all|noun.act|noun.cognition|noun.communication|noun.location|noun.state,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2480；当代语料 1711；评分 9/9）,priority_candidate_needs_semantic_review
heaven,9,frequency_supported_extension,2649,2626,n,noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2649；当代语料 2626；评分 9/9）,priority_candidate_needs_semantic_review
heavily,9,frequency_supported_extension,2153,2363,r,adv.all,一般阅读,machine_candidate_needs_review,独立语料频率支持较强（BNC 2153；当代语料 2363；评分 9/9）,priority_candidate_needs_semantic_review
heel,9,frequency_supported_extension,3535,3056,n|v,noun.artifact|noun.body|noun.food|noun.person|verb.change|verb.contact|verb.creation|verb.motion,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 3535；当代语料 3056；评分 9/9）,priority_candidate_needs_semantic_review
helicopter,9,frequency_supported_extension,4159,3100,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4159；当代语料 3100；评分 9/9）,priority_candidate_needs_semantic_review
helmet,8,frequency_supported_extension,5642,4303,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 5642；当代语料 4303；评分 8/9）,priority_candidate_needs_semantic_review
heroine,7,frequency_supported_extension,8840,8342,n,noun.person,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 8840；当代语料 8342；评分 7/9）,priority_candidate_needs_semantic_review
hibernate,3,hold_without_more_evidence,24989,21924,v,verb.body|verb.social,人与自我|人与社会,machine_candidate_needs_review,独立语料频率支持不足（BNC 24989；当代语料 21924；评分 3/9）,hold
hibernation,4,secondary_relevance_review,22451,19620,n,noun.act|noun.state,人与社会,machine_candidate_needs_review,独立语料频率支持中等（BNC 22451；当代语料 19620；评分 4/9）,pending_theme_review
highway,9,frequency_supported_extension,4470,2583,n,noun.artifact,人与社会,machine_candidate_needs_review,独立语料频率支持较强（BNC 4470；当代语料 2583；评分 9/9）,priority_candidate_needs_semantic_review
hillside,7,frequency_supported_extension,6497,6756,n,noun.object,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 6497；当代语料 6756；评分 7/9）,priority_candidate_needs_semantic_review
hilly,5,secondary_relevance_review,15079,15597,a,adj.all,一般阅读,machine_candidate_needs_review,独立语料频率支持中等（BNC 15079；当代语料 15597；评分 5/9）,pending_theme_review
hive,5,secondary_relevance_review,11665,11401,n|v,noun.artifact|noun.group|noun.object|verb.contact|verb.motion|verb.possession,人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持中等（BNC 11665；当代语料 11401；评分 5/9）,pending_theme_review
holy,9,frequency_supported_extension,2701,2375,a|n,adj.all|noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 2701；当代语料 2375；评分 9/9）,priority_candidate_needs_semantic_review
homeland,8,frequency_supported_extension,8870,4149,n,noun.location,人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 8870；当代语料 4149；评分 8/9）,priority_candidate_needs_semantic_review
hook,9,frequency_supported_extension,4337,3791,n|v,noun.act|noun.artifact|noun.cognition|noun.shape|verb.communication|verb.competition|verb.consumption|verb.contact|verb.creation|verb.possession,人与自我|人与社会|人与自然,machine_candidate_needs_review,独立语料频率支持较强（BNC 4337；当代语料 3791；评分 9/9）,priority_candidate_needs_semantic_review
