sequence,record_id,word,variants,dataset_layer,curriculum_level,parts_of_speech,definitions_zh,selected_source_sense_ids,oewn_match_status,definition_method,qa_status,qa_notes
1214,release-word-1214,goodbye,bye,curriculum,compulsory_education,interjection; noun,interjection：再见 | noun：告别,goodbye%1:10:00:: | bye%1:10:01:: | bye%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1215,release-word-1215,goods,,curriculum,high_school_compulsory,noun,noun：商品；货物；财物,,no_oewn_match,AI_drafted_from_open_source_semantics,automated_checks_passed,OEWN无候选释义；依据基础英语常用义原创整理。
1216,release-word-1216,government,,curriculum,compulsory_education,noun,noun：政府；治理；政体,government%1:14:00:: | government%1:04:00:: | government%1:09:00:: | government%1:09:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1217,release-word-1217,grab,,curriculum,high_school_selective_compulsory,verb; noun,verb：抓住；夺取；吸引 | noun：抓取；抢夺,grab%1:06:00:: | grab%1:04:00:: | grab%2:35:00:: | grab%2:40:00:: | grab%2:38:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1218,release-word-1218,grade,,curriculum,compulsory_education,noun; verb,noun：年级；等级；成绩；坡度 | verb：分级；评分,grade%1:14:00:: | grade%1:26:00:: | grade%1:07:01:: | grade%1:23:00:: | grade%1:10:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据名词核心语义补充。
1219,release-word-1219,gradually,,curriculum,high_school_selective_compulsory,adverb,adverb：逐渐地；渐渐地,gradually%4:02:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1220,release-word-1220,graduate,,curriculum,high_school_compulsory,noun; verb; adjective,noun：毕业生 | verb：毕业；授予学位 | adjective：研究生的,graduate%5:00:00:high:02 | graduate%1:18:00:: | graduate%1:06:00:: | graduate%2:40:00:: | graduate%2:40:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1221,release-word-1221,grain,,curriculum,high_school_selective_compulsory,noun,noun：谷物；谷粒；颗粒；少量,grain%1:17:00:: | grain%1:13:00:: | grain%1:27:00:: | grain%1:23:03:: | grain%1:23:02::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1222,release-word-1222,grammar,,curriculum,compulsory_education,noun,noun：语法；语法学,grammar%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1223,release-word-1223,gramme,gram,curriculum,high_school_selective_compulsory,noun,noun：克,gramme%1:23:00:: | gram%1:23:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,英式拼写，等同gram。
1224,release-word-1224,grand,,curriculum,high_school_selective_compulsory,adjective,adjective：宏伟的；壮丽的；重大的；极好的,grand%5:00:00:impressive:00 | grand%5:00:00:noble:02 | grand%5:00:00:rich:03 | grand%5:00:00:extraordinary:00 | grand%5:00:00:noble:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1225,release-word-1225,granddaughter,,curriculum,compulsory_education,noun,noun：孙女；外孙女,granddaughter%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1226,release-word-1226,grandfather,grandpa,curriculum,compulsory_education,noun,noun：祖父；外祖父；爷爷；外公,grandfather%1:18:00:: | grandpa%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1227,release-word-1227,grandmother,grandma,curriculum,compulsory_education,noun,noun：祖母；外祖母；奶奶；外婆,grandmother%1:18:00:: | grandma%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1228,release-word-1228,grandparent,grandparents,curriculum,compulsory_education,noun,noun：祖父母；外祖父母中的一人,grandparent%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1229,release-word-1229,grandson,,curriculum,compulsory_education,noun,noun：孙子；外孙,grandson%1:18:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1230,release-word-1230,grape,,curriculum,compulsory_education,noun,noun：葡萄；葡萄树,grape%1:13:00:: | grape%1:20:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,排除武器相关旧义。
1231,release-word-1231,grasp,,curriculum,high_school_selective_compulsory,verb; noun,verb：抓住；理解；掌握 | noun：紧握；理解力；掌握,grasp%1:09:00:: | grasp%1:09:01:: | grasp%1:07:00:: | grasp%1:04:00:: | grasp%2:35:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1232,release-word-1232,grass,,curriculum,compulsory_education,noun,noun：草；草地；禾本科植物,grass%1:20:00:: | grass%1:13:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,排除俚语及低相关义项。
1233,release-word-1233,grateful,,curriculum,high_school_selective_compulsory,adjective,adjective：感激的；表示感谢的；令人愉快的,grateful%3:00:00:: | grateful%5:00:00:pleasant:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1234,release-word-1234,gravity,,curriculum,high_school_selective_compulsory,noun,noun：重力；引力；严重性；庄重,gravity%1:19:00:: | gravity%1:07:00:: | gravity%1:12:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1235,release-word-1235,great,,curriculum,compulsory_education,adjective,adjective：伟大的；很大的；重要的；极好的,great%5:00:01:large:00 | great%5:00:01:important:00 | great%5:00:01:extraordinary:00 | great%5:00:00:good:01,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1236,release-word-1236,greedy,,curriculum,high_school_selective_compulsory,adjective,adjective：贪婪的；贪吃的；渴望的,greedy%5:00:00:acquisitive:00 | greedy%5:00:00:desirous:00 | greedy%5:00:00:gluttonous:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1237,release-word-1237,green,,curriculum,compulsory_education,adjective; noun,adjective：绿色的；环保的；未成熟的；缺乏经验的 | noun：绿色；绿地,green%5:00:00:chromatic:00 | green%3:01:00:: | green%3:00:00:: | green%5:00:00:naive:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,名词常用义依据形容词核心语义补充。
1238,release-word-1238,greenhouse,,curriculum,high_school_compulsory,noun; adjective,noun：温室；暖房 | adjective：温室效应的,greenhouse%3:01:00:: | greenhouse%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1239,release-word-1239,greet,,curriculum,high_school_selective_compulsory,verb,verb：问候；迎接；对……作出反应,greet%2:32:00:: | greet%2:32:01:: | greet%2:31:00:: | greet%2:39:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1240,release-word-1240,grey,,curriculum,compulsory_education,adjective; noun,adjective：灰色的；灰白的；年老的 | noun：灰色,grey%5:00:00:achromatic:00 | grey%5:00:00:old:02 | grey%5:00:00:intermediate:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,排除地域政治等低相关义项。
1241,release-word-1241,grocery,,curriculum,high_school_selective_compulsory,noun,noun：食品杂货；食品杂货店,grocery%1:06:00:: | grocery%1:06:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1242,release-word-1242,ground,,curriculum,compulsory_education,noun; verb; adjective,noun：地面；土地；场地；理由 | verb：使停飞；使搁浅；以……为基础 | adjective：磨碎的,ground%1:17:00:: | ground%1:16:00:: | ground%1:27:00:: | ground%1:24:00:: | ground%1:15:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词和形容词常用义依据基础英语用法补充。
1243,release-word-1243,group,,curriculum,compulsory_education,noun; verb,noun：组；群；团体 | verb：分组；归类,group%1:03:00:: | group%1:27:00:: | group%1:09:00:: | group%2:31:00:: | group%2:33:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1244,release-word-1244,grow,,curriculum,compulsory_education,verb,verb：生长；种植；增长；逐渐变得,grow%2:30:03:: | grow%2:30:00:: | grow%2:30:02:: | grow%2:30:01:: | grow%2:30:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1245,release-word-1245,guarantee,,curriculum,high_school_selective_compulsory,noun; verb,noun：保证；担保；保修 | verb：保证；担保,guarantee%1:10:00:: | guarantee%1:10:01:: | guarantee%1:21:03:: | guarantee%2:32:00:: | guarantee%2:32:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1246,release-word-1246,guard,,curriculum,compulsory_education,noun; verb,noun：警卫；守卫；防护装置 | verb：守卫；防守；警惕,guard%1:18:03:: | guard%1:18:01:: | guard%1:06:00:: | guard%1:07:00:: | guard%1:18:04::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据名词核心语义补充。
1247,release-word-1247,guess,,curriculum,compulsory_education,verb; noun,verb：猜；猜测；估计 | noun：猜测；推测,guess%1:10:00:: | guess%1:09:00:: | guess%2:31:00:: | guess%2:32:00:: | guess%2:31:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1248,release-word-1248,guest,,curriculum,compulsory_education,noun,noun：客人；宾客；特邀嘉宾,guest%1:18:00:: | guest%1:18:01:: | guest%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1249,release-word-1249,guidance,,curriculum,high_school_selective_compulsory,noun,noun：指导；引导；咨询,guidance%1:10:00:: | guidance%1:04:01:: | guidance%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1250,release-word-1250,guide,,curriculum,compulsory_education,noun; verb,noun：向导；指南；指导者 | verb：指导；引导,guide%1:18:00:: | guide%1:18:02:: | guide%1:10:00:: | guide%1:09:00:: | guide%1:18:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据名词核心语义补充。
1251,release-word-1251,guideline,,curriculum,high_school_compulsory,noun,noun：指导方针；准则；参考标准,guideline%1:10:01:: | guideline%1:09:01:: | guideline%1:09:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1252,release-word-1252,guilty,,curriculum,high_school_selective_compulsory,adjective,adjective：有罪的；内疚的,guilty%3:00:00:: | guilty%5:00:00:ashamed:00,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1253,release-word-1253,guitar,,curriculum,compulsory_education,noun,noun：吉他；六弦琴,guitar%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1254,release-word-1254,gun,,curriculum,compulsory_education,noun; verb,noun：枪；炮；喷射器 | verb：开枪；加速运转,gun%1:06:00:: | gun%1:06:01:: | gun%1:06:03::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充；排除人物俚语义项。
1255,release-word-1255,guy,,curriculum,high_school_compulsory,noun; verb,noun：家伙；男人；人 | verb：嘲弄,guy%1:18:00:: | guy%1:06:00:: | guy%2:32:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,保留现代常用口语义；绳索义为低优先义项。
1256,release-word-1256,gym,,curriculum,high_school_compulsory,noun,noun：体育馆；健身房；体育课,gym%1:06:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,“体育课”为基础英语常用义补充。
1257,release-word-1257,gymnastics,,curriculum,high_school_compulsory,noun,noun：体操；体操训练,gymnastics%1:04:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1258,release-word-1258,habit,,curriculum,compulsory_education,noun,noun：习惯；习性；惯常行为,habit%1:09:00:: | habit%1:04:02:: | habit%1:22:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,排除服装等低相关义项。
1259,release-word-1259,habitat,,curriculum,high_school_selective_compulsory,noun,noun：栖息地；生存环境,habitat%1:15:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1260,release-word-1260,hair,,curriculum,compulsory_education,noun,noun：头发；毛发；细毛,hair%1:08:00:: | hair%1:23:00:: | hair%1:20:00:: | hair%1:08:01::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1261,release-word-1261,half,,curriculum,compulsory_education,noun; adjective; adverb,noun：一半；半场 | adjective：一半的；不完全的 | adverb：一半地,half%5:00:00:fractional:00 | half%5:00:00:incomplete:00 | half%3:00:02:: | half%1:23:00:: | half%1:28:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1262,release-word-1262,hall,,curriculum,compulsory_education,noun,noun：大厅；礼堂；门厅；走廊,hall%1:06:03:: | hall%1:06:05:: | hall%1:06:02:: | hall%1:06:04:: | hall%1:06:06::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1263,release-word-1263,ham,,curriculum,high_school_selective_compulsory,noun; verb,noun：火腿；火腿肉 | verb：表演过火,ham%1:13:00:: | ham%1:18:01:: | ham%1:18:00:: | ham%2:36:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1264,release-word-1264,hamburger,,curriculum,compulsory_education,noun,noun：汉堡包；碎牛肉,hamburger%1:13:01:: | hamburger%1:13:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,
1265,release-word-1265,hand,,curriculum,compulsory_education,noun; verb,noun：手；指针；帮助；人手 | verb：递；交给,hand%1:08:00:: | hand%1:18:00:: | hand%1:10:00:: | hand%1:09:00:: | hand%1:15:00::,exact_headword,AI_drafted_from_open_source_semantics,automated_checks_passed,动词义依据基础英语常用义补充。
