record_id,word,dataset_layer,match_status,matched_lemmas,parts_of_speech,sense_count,lexicographer_classes,english_definitions,semantic_status
release-word-3503,pillow,extension,exact_headword,pillow,noun|verb,2,noun.artifact|verb.contact,a cushion to support the head of a sleeping person || rest on or as if on a pillow,oewn_semantic_base_ready
release-word-3504,pin,extension,exact_headword,pin,noun|verb,14,noun.artifact|noun.body|noun.communication|noun.event|verb.competition|verb.contact,a piece of jewelry that is pinned onto the wearer's garment || when a wrestler's shoulders are forced to the mat || small markers inserted into a surface to mark scores or define locations etc. || informal terms for the leg || axis consisting of a short shaft that supports something that turns || cylindrical tumblers consisting of two parts that are held in place by springs; when they are aligned with a key the bolt can be thrown || flagpole used to mark the position of the hole on a golf green || a small slender (often pointed) piece of wood or metal used to support or fasten or attach things || a holder attached to the gunwale of a boat that holds the oar in place and acts as a fulcrum for rowing || a club-shaped wooden object used in bowling; set up in triangular groups of ten as the target || to hold fast or prevent from moving || attach or fasten with pins || pierce with a pin || (chess) immobilize a piece,oewn_semantic_base_ready
release-word-3505,pine,extension,exact_headword,pine,noun|verb,3,noun.plant|verb.emotion,a coniferous tree || straight-grained durable and often resinous white to yellowish timber of any of numerous trees of the genus Pinus || have a desire for something or someone who is not present,oewn_semantic_base_ready
release-word-3506,pleased,extension,exact_headword,pleased,adjective,2,adj.all,experiencing or manifesting pleasure || feeling pleasurable satisfaction over something by which you measures your self-worth,oewn_semantic_base_ready
release-word-3507,poisonous,extension,exact_headword,poisonous,adjective,3,adj.all,having the qualities or effects of a poison || not safe to eat || marked by deep ill will; deliberately harmful,oewn_semantic_base_ready
release-word-3508,portable,extension,exact_headword,portable,adjective|noun,3,adj.all|noun.artifact,easily or conveniently transported || of a motor designed to be attached to the outside of a boat's hull || a small light typewriter; usually with a case in which it can be carried,oewn_semantic_base_ready
release-word-3509,porter,extension,exact_headword,porter,noun|verb,5,noun.food|noun.person|verb.contact,a person employed to carry luggage and supplies || someone who guards an entrance || a railroad employee who assists passengers (especially on sleeping cars) || a very dark sweet ale brewed from roasted unmalted barley || carry luggage or supplies,oewn_semantic_base_ready
release-word-3510,possess,extension,exact_headword,possess,verb,3,verb.possession|verb.stative,"have as an attribute, knowledge, or skill || have ownership or possession of || enter into and control, as of emotions or ideas",oewn_semantic_base_ready
release-word-3511,possibility,extension,exact_headword,possibility,noun,4,noun.cognition|noun.state,a future prospect or potential || capability of existing or happening or being true || a tentative insight into the natural world; a concept that is not yet verified but that if true would explain certain facts or phenomena || a possible alternative,oewn_semantic_base_ready
release-word-3512,possibly,extension,exact_headword,possibly,adverb,2,adv.all,by chance || to a degree possible of achievement or by possible means,oewn_semantic_base_ready
release-word-3513,powder,extension,exact_headword,powder,noun|verb,5,noun.artifact|noun.substance|verb.body|verb.change,"a solid substance in the form of tiny loose particles; a solid that has been pulverized || a mixture of potassium nitrate, charcoal, and sulfur in a 75:15:10 ratio which is used in gunnery, time fuses, and fireworks || any of various cosmetic or medical preparations dispensed in the form of a pulverized powder || make into a powder by breaking up or cause to become dust || apply powder to",oewn_semantic_base_ready
release-word-3514,powerful,extension,exact_headword,powerful,adjective|adverb,6,adj.all|adv.all,having great power or force or potency or effect || strong enough to knock down or overwhelm || having great influence || (of a person) possessing physical strength and weight; rugged and powerful || displaying superhuman strength or power || (Southern regional intensive) very; to a great degree,oewn_semantic_base_ready
release-word-3515,prayer,extension,exact_headword,prayer,noun,5,noun.act|noun.communication|noun.person,the act of communicating with a deity (especially as a petition or in adoration or contrition or thanksgiving) || reverent petition to a deity || earnest or urgent request || a fixed text used in praying || someone who prays to God,oewn_semantic_base_ready
release-word-3516,precise,extension,exact_headword,precise,adjective,2,adj.all,"sharply exact or accurate or delimited || (of ideas, images, representations, expressions) characterized by perfect conformity to fact or truth; strictly correct",oewn_semantic_base_ready
release-word-3517,pregnant,extension,exact_headword,pregnant,adjective,3,adj.all,carrying developing offspring within the body or being about to produce new life || rich in significance or implication || filled with or attended with,oewn_semantic_base_ready
release-word-3518,preparation,extension,exact_headword,preparation,noun,8,noun.act|noun.cognition|noun.communication|noun.state|noun.substance,the activity of putting or setting in order in advance of some act or purpose || a substance prepared according to a formula || the cognitive process of thinking about what you will do in the event of something happening || the state of having been made ready or prepared for use or action (especially military action) || (music) a note that produces a dissonant chord is first heard in a consonant chord || activity leading to skilled behavior || preparatory school work done outside school (especially at home) || the act of preparing something (as food) by the application of heat,oewn_semantic_base_ready
release-word-3519,prescription,extension,exact_headword,prescription,adjective|noun,5,adj.all|noun.artifact|noun.communication,available only with a doctor's written prescription || directions prescribed beforehand; the action of prescribing authoritative rules or directions || a drug that is available only with written instructions from a doctor or dentist to a pharmacist || written instructions for an optician on the lenses for a given person || written instructions from a physician or dentist to a druggist concerning the form and dosage of a drug to be issued to a given patient,oewn_semantic_base_ready
