record_id,phrase,normalized_phrase,accepted_variants,introduced_level,included_in,phrase_type,evidence_route,form_evidence,oewn_sense_ids,moby_match,tatoeba_cc0_sentence_count,selection_reason,qa_status,human_review_claimed
PH-H-0078,fold up,fold up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fold_up%2:30:10::|fold_up%2:35:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0079,frame up,frame up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,frame-up%1:04:00::|frame_up%2:36:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0080,jazz up,jazz up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,jazz_up%2:30:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0081,lay aside,lay aside,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,lay_aside%2:40:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0082,measure up,measure up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,measure_up%2:42:00::,true,0,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0083,reach out,reach out,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,reach_out%2:32:00::|reach_out%2:35:00::|reach_out%2:42:00::,false,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0084,back up,back up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,back_up%2:30:00::|back_up%2:35:00::|back_up%2:36:00::|back_up%2:38:00::|back_up%2:41:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0085,break up,break up,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,break_up%2:29:00::|break_up%2:30:00::|break_up%2:30:01::|break_up%2:30:02::|break_up%2:30:03::|break_up%2:30:04::|break_up%2:30:08::|break_up%2:30:09::|break_up%2:32:00::|break_up%2:35:01::|break_up%2:35:02::|break_up%2:35:03::|break_up%2:35:04::|break_up%2:35:10::|break_up%2:36:00::|break_up%2:37:04::|break_up%2:38:00::|break_up%2:38:01::|break_up%2:41:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0086,bring about,bring about,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,bring_about%2:36:03::|bring_about%2:38:00::,true,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0087,come across,come across,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_across%2:31:00::|come_across%2:32:00::|come_across%2:38:00::|come_across%2:39:00::|come_across%2:40:02::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0088,come forward,come forward,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_forward%2:38:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0089,come to light,come to light,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,come_to_light%2:30:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0090,cover for,cover for,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cover_for%2:32:01::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0091,cut back,cut back,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cut_back%2:30:00::|cut_back%2:30:01::|cut_back%2:35:00::|cut_back%2:38:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0092,fight back,fight back,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,fight_back%2:33:00::|fight_back%2:33:01::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0093,hold back,hold back,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,hold_back%2:30:00::|hold_back%2:33:00::|hold_back%2:39:00::|hold_back%2:40:00::|hold_back%2:42:00::|hold_back%2:42:01::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0094,look forward,look forward,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,look_forward%2:31:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0095,move ahead,move ahead,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,move_ahead%2:38:01::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0096,point of view,point of view,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,point_of_view%1:07:00::|point_of_view%1:09:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0097,side by side,side by side,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,side_by_side%5:00:00:close:01|side_by_side%5:00:00:related:02,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0098,slow motion,slow motion,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,slow_motion%1:10:00::,true,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0099,step forward,step forward,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,step_forward%2:38:00::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0100,take advantage,take advantage,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,take_advantage%2:40:00::|take_advantage%2:41:12::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0101,win over,win over,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,win_over%2:32:00::,false,3,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0102,solar system,solar system,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,solar_system%1:17:00::,true,36,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0103,mental health,mental health,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,mental_health%1:26:00::,false,37,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0104,national park,national park,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,national_park%1:15:00::,true,23,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0105,science fiction,science fiction,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,science_fiction%1:10:00::,true,13,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0106,credit card,credit card,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,credit_card%1:21:01::,true,12,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0107,air pollution,air pollution,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,air_pollution%1:26:00::,false,10,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0108,cell phone,cell phone,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",verb_expression,approved_dictionary_candidate_pool,OEWN,cell_phone%2:32:00::,false,2,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0109,economic system,economic system,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,economic_system%1:14:00::,false,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0110,economic development,economic development,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,economic_development%1:09:01::,false,4,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0111,economic crisis,economic crisis,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,economic_crisis%1:26:00::,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0112,open source,open source,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",adjective_expression,approved_dictionary_candidate_pool,OEWN,open-source%3:01:00::,false,10,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0113,public domain,public domain,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,public_domain%1:21:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0114,real estate,real estate,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,real_estate%1:21:00::,true,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0115,native language,native language,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,native_language%1:10:00::,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0116,native speaker,native speaker,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,native_speaker%1:18:00::,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0117,solar power,solar power,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,solar_power%1:19:00::,false,8,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0118,solar energy,solar energy,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,solar_energy%1:19:00::,false,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0119,greenhouse gas,greenhouse gas,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,greenhouse_gas%1:27:00::,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0120,endangered species,endangered species,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,endangered_species%1:14:00::,false,7,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0121,human being,human being,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,human_being%1:05:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0122,nuclear power,nuclear power,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,nuclear_power%1:19:00::,true,5,independently selected for learning value and first-introduction level,english_scope_frozen,False
PH-H-0123,intellectual property,intellectual property,[],senior_high,"[""senior_high"", ""cet4"", ""cet6""]",lexical_collocation,approved_dictionary_candidate_pool,OEWN,intellectual_property%1:21:00::,false,6,independently selected for learning value and first-introduction level,english_scope_frozen,False
